"","region_name","TB_compartment","DR_compartment","HIV_compartment","G_compartment","compartment_id","dcompartment_id","total_pop"
"200","Western Cape",6,1,4,2,"N_ 6 _ 1 _ 4 _ 2","dN_ 6 _ 1 _ 4 _ 2",0
"201","Western Cape",6,2,1,1,"N_ 6 _ 2 _ 1 _ 1","dN_ 6 _ 2 _ 1 _ 1",0.520920587401273
"202","Western Cape",6,2,1,2,"N_ 6 _ 2 _ 1 _ 2","dN_ 6 _ 2 _ 1 _ 2",1.43736745654279
"203","Western Cape",6,2,2,1,"N_ 6 _ 2 _ 2 _ 1","dN_ 6 _ 2 _ 2 _ 1",0
"204","Western Cape",6,2,2,2,"N_ 6 _ 2 _ 2 _ 2","dN_ 6 _ 2 _ 2 _ 2",0
"205","Western Cape",6,2,3,1,"N_ 6 _ 2 _ 3 _ 1","dN_ 6 _ 2 _ 3 _ 1",0
"206","Western Cape",6,2,3,2,"N_ 6 _ 2 _ 3 _ 2","dN_ 6 _ 2 _ 3 _ 2",0
"207","Western Cape",6,2,4,1,"N_ 6 _ 2 _ 4 _ 1","dN_ 6 _ 2 _ 4 _ 1",0
"208","Western Cape",6,2,4,2,"N_ 6 _ 2 _ 4 _ 2","dN_ 6 _ 2 _ 4 _ 2",0
"209","Western Cape",7,1,1,1,"N_ 7 _ 1 _ 1 _ 1","dN_ 7 _ 1 _ 1 _ 1",0
"210","Western Cape",7,1,1,2,"N_ 7 _ 1 _ 1 _ 2","dN_ 7 _ 1 _ 1 _ 2",0
"211","Western Cape",7,1,2,1,"N_ 7 _ 1 _ 2 _ 1","dN_ 7 _ 1 _ 2 _ 1",0
"212","Western Cape",7,1,2,2,"N_ 7 _ 1 _ 2 _ 2","dN_ 7 _ 1 _ 2 _ 2",0
"213","Western Cape",7,1,3,1,"N_ 7 _ 1 _ 3 _ 1","dN_ 7 _ 1 _ 3 _ 1",0
"214","Western Cape",7,1,3,2,"N_ 7 _ 1 _ 3 _ 2","dN_ 7 _ 1 _ 3 _ 2",0
"215","Western Cape",7,1,4,1,"N_ 7 _ 1 _ 4 _ 1","dN_ 7 _ 1 _ 4 _ 1",0
"216","Western Cape",7,1,4,2,"N_ 7 _ 1 _ 4 _ 2","dN_ 7 _ 1 _ 4 _ 2",0
"217","Western Cape",7,2,1,1,"N_ 7 _ 2 _ 1 _ 1","dN_ 7 _ 2 _ 1 _ 1",0
"218","Western Cape",7,2,1,2,"N_ 7 _ 2 _ 1 _ 2","dN_ 7 _ 2 _ 1 _ 2",0
"219","Western Cape",7,2,2,1,"N_ 7 _ 2 _ 2 _ 1","dN_ 7 _ 2 _ 2 _ 1",0
"220","Western Cape",7,2,2,2,"N_ 7 _ 2 _ 2 _ 2","dN_ 7 _ 2 _ 2 _ 2",0
"221","Western Cape",7,2,3,1,"N_ 7 _ 2 _ 3 _ 1","dN_ 7 _ 2 _ 3 _ 1",0
"222","Western Cape",7,2,3,2,"N_ 7 _ 2 _ 3 _ 2","dN_ 7 _ 2 _ 3 _ 2",0
"223","Western Cape",7,2,4,1,"N_ 7 _ 2 _ 4 _ 1","dN_ 7 _ 2 _ 4 _ 1",0
"224","Western Cape",7,2,4,2,"N_ 7 _ 2 _ 4 _ 2","dN_ 7 _ 2 _ 4 _ 2",0
"225","North-West",1,1,1,1,"N_ 1 _ 1 _ 1 _ 1","dN_ 1 _ 1 _ 1 _ 1",25478.7823999529
"226","North-West",1,1,1,2,"N_ 1 _ 1 _ 1 _ 2","dN_ 1 _ 1 _ 1 _ 2",27526.7835438383
"227","North-West",1,1,2,1,"N_ 1 _ 1 _ 2 _ 1","dN_ 1 _ 1 _ 2 _ 1",0
"228","North-West",1,1,2,2,"N_ 1 _ 1 _ 2 _ 2","dN_ 1 _ 1 _ 2 _ 2",0
"229","North-West",1,1,3,1,"N_ 1 _ 1 _ 3 _ 1","dN_ 1 _ 1 _ 3 _ 1",0
"230","North-West",1,1,3,2,"N_ 1 _ 1 _ 3 _ 2","dN_ 1 _ 1 _ 3 _ 2",0
"231","North-West",1,1,4,1,"N_ 1 _ 1 _ 4 _ 1","dN_ 1 _ 1 _ 4 _ 1",0
"232","North-West",1,1,4,2,"N_ 1 _ 1 _ 4 _ 2","dN_ 1 _ 1 _ 4 _ 2",0
"233","North-West",1,2,1,1,"N_ 1 _ 2 _ 1 _ 1","dN_ 1 _ 2 _ 1 _ 1",0
"234","North-West",1,2,1,2,"N_ 1 _ 2 _ 1 _ 2","dN_ 1 _ 2 _ 1 _ 2",0
"235","North-West",1,2,2,1,"N_ 1 _ 2 _ 2 _ 1","dN_ 1 _ 2 _ 2 _ 1",0
"236","North-West",1,2,2,2,"N_ 1 _ 2 _ 2 _ 2","dN_ 1 _ 2 _ 2 _ 2",0
"237","North-West",1,2,3,1,"N_ 1 _ 2 _ 3 _ 1","dN_ 1 _ 2 _ 3 _ 1",0
"238","North-West",1,2,3,2,"N_ 1 _ 2 _ 3 _ 2","dN_ 1 _ 2 _ 3 _ 2",0
"239","North-West",1,2,4,1,"N_ 1 _ 2 _ 4 _ 1","dN_ 1 _ 2 _ 4 _ 1",0
"240","North-West",1,2,4,2,"N_ 1 _ 2 _ 4 _ 2","dN_ 1 _ 2 _ 4 _ 2",0
"241","North-West",2,1,1,1,"N_ 2 _ 1 _ 1 _ 1","dN_ 2 _ 1 _ 1 _ 1",2850.73390291002
"242","North-West",2,1,1,2,"N_ 2 _ 1 _ 1 _ 2","dN_ 2 _ 1 _ 1 _ 2",3097.75497185792
"243","North-West",2,1,2,1,"N_ 2 _ 1 _ 2 _ 1","dN_ 2 _ 1 _ 2 _ 1",0
"244","North-West",2,1,2,2,"N_ 2 _ 1 _ 2 _ 2","dN_ 2 _ 1 _ 2 _ 2",0
"245","North-West",2,1,3,1,"N_ 2 _ 1 _ 3 _ 1","dN_ 2 _ 1 _ 3 _ 1",0
"246","North-West",2,1,3,2,"N_ 2 _ 1 _ 3 _ 2","dN_ 2 _ 1 _ 3 _ 2",0
"247","North-West",2,1,4,1,"N_ 2 _ 1 _ 4 _ 1","dN_ 2 _ 1 _ 4 _ 1",0
"248","North-West",2,1,4,2,"N_ 2 _ 1 _ 4 _ 2","dN_ 2 _ 1 _ 4 _ 2",0
"249","North-West",2,2,1,1,"N_ 2 _ 2 _ 1 _ 1","dN_ 2 _ 2 _ 1 _ 1",106.458942432324
"250","North-West",2,2,1,2,"N_ 2 _ 2 _ 1 _ 2","dN_ 2 _ 2 _ 1 _ 2",115.683795629549
"251","North-West",2,2,2,1,"N_ 2 _ 2 _ 2 _ 1","dN_ 2 _ 2 _ 2 _ 1",0
"252","North-West",2,2,2,2,"N_ 2 _ 2 _ 2 _ 2","dN_ 2 _ 2 _ 2 _ 2",0
"253","North-West",2,2,3,1,"N_ 2 _ 2 _ 3 _ 1","dN_ 2 _ 2 _ 3 _ 1",0
"254","North-West",2,2,3,2,"N_ 2 _ 2 _ 3 _ 2","dN_ 2 _ 2 _ 3 _ 2",0
"255","North-West",2,2,4,1,"N_ 2 _ 2 _ 4 _ 1","dN_ 2 _ 2 _ 4 _ 1",0
"256","North-West",2,2,4,2,"N_ 2 _ 2 _ 4 _ 2","dN_ 2 _ 2 _ 4 _ 2",0
"257","North-West",3,1,1,1,"N_ 3 _ 1 _ 1 _ 1","dN_ 3 _ 1 _ 1 _ 1",18529.7703689151
"258","North-West",3,1,1,2,"N_ 3 _ 1 _ 1 _ 2","dN_ 3 _ 1 _ 1 _ 2",20135.4073170765
"259","North-West",3,1,2,1,"N_ 3 _ 1 _ 2 _ 1","dN_ 3 _ 1 _ 2 _ 1",0
"260","North-West",3,1,2,2,"N_ 3 _ 1 _ 2 _ 2","dN_ 3 _ 1 _ 2 _ 2",0
"261","North-West",3,1,3,1,"N_ 3 _ 1 _ 3 _ 1","dN_ 3 _ 1 _ 3 _ 1",0
"262","North-West",3,1,3,2,"N_ 3 _ 1 _ 3 _ 2","dN_ 3 _ 1 _ 3 _ 2",0
"263","North-West",3,1,4,1,"N_ 3 _ 1 _ 4 _ 1","dN_ 3 _ 1 _ 4 _ 1",0
"264","North-West",3,1,4,2,"N_ 3 _ 1 _ 4 _ 2","dN_ 3 _ 1 _ 4 _ 2",0
"265","North-West",3,2,1,1,"N_ 3 _ 2 _ 1 _ 1","dN_ 3 _ 2 _ 1 _ 1",691.983125810108
"266","North-West",3,2,1,2,"N_ 3 _ 2 _ 1 _ 2","dN_ 3 _ 2 _ 1 _ 2",751.944671592068
"267","North-West",3,2,2,1,"N_ 3 _ 2 _ 2 _ 1","dN_ 3 _ 2 _ 2 _ 1",0
"268","North-West",3,2,2,2,"N_ 3 _ 2 _ 2 _ 2","dN_ 3 _ 2 _ 2 _ 2",0
"269","North-West",3,2,3,1,"N_ 3 _ 2 _ 3 _ 1","dN_ 3 _ 2 _ 3 _ 1",0
"270","North-West",3,2,3,2,"N_ 3 _ 2 _ 3 _ 2","dN_ 3 _ 2 _ 3 _ 2",0
"271","North-West",3,2,4,1,"N_ 3 _ 2 _ 4 _ 1","dN_ 3 _ 2 _ 4 _ 1",0
"272","North-West",3,2,4,2,"N_ 3 _ 2 _ 4 _ 2","dN_ 3 _ 2 _ 4 _ 2",0
"273","North-West",4,1,1,1,"N_ 4 _ 1 _ 1 _ 1","dN_ 4 _ 1 _ 1 _ 1",0
"274","North-West",4,1,1,2,"N_ 4 _ 1 _ 1 _ 2","dN_ 4 _ 1 _ 1 _ 2",0
"275","North-West",4,1,2,1,"N_ 4 _ 1 _ 2 _ 1","dN_ 4 _ 1 _ 2 _ 1",0
"276","North-West",4,1,2,2,"N_ 4 _ 1 _ 2 _ 2","dN_ 4 _ 1 _ 2 _ 2",0
"277","North-West",4,1,3,1,"N_ 4 _ 1 _ 3 _ 1","dN_ 4 _ 1 _ 3 _ 1",0
"278","North-West",4,1,3,2,"N_ 4 _ 1 _ 3 _ 2","dN_ 4 _ 1 _ 3 _ 2",0
"279","North-West",4,1,4,1,"N_ 4 _ 1 _ 4 _ 1","dN_ 4 _ 1 _ 4 _ 1",0
"280","North-West",4,1,4,2,"N_ 4 _ 1 _ 4 _ 2","dN_ 4 _ 1 _ 4 _ 2",0
"281","North-West",4,2,1,1,"N_ 4 _ 2 _ 1 _ 1","dN_ 4 _ 2 _ 1 _ 1",0
"282","North-West",4,2,1,2,"N_ 4 _ 2 _ 1 _ 2","dN_ 4 _ 2 _ 1 _ 2",0
"283","North-West",4,2,2,1,"N_ 4 _ 2 _ 2 _ 1","dN_ 4 _ 2 _ 2 _ 1",0
"284","North-West",4,2,2,2,"N_ 4 _ 2 _ 2 _ 2","dN_ 4 _ 2 _ 2 _ 2",0
"285","North-West",4,2,3,1,"N_ 4 _ 2 _ 3 _ 1","dN_ 4 _ 2 _ 3 _ 1",0
"286","North-West",4,2,3,2,"N_ 4 _ 2 _ 3 _ 2","dN_ 4 _ 2 _ 3 _ 2",0
"287","North-West",4,2,4,1,"N_ 4 _ 2 _ 4 _ 1","dN_ 4 _ 2 _ 4 _ 1",0
"288","North-West",4,2,4,2,"N_ 4 _ 2 _ 4 _ 2","dN_ 4 _ 2 _ 4 _ 2",0
"289","North-West",5,1,1,1,"N_ 5 _ 1 _ 1 _ 1","dN_ 5 _ 1 _ 1 _ 1",0
"290","North-West",5,1,1,2,"N_ 5 _ 1 _ 1 _ 2","dN_ 5 _ 1 _ 1 _ 2",0
"291","North-West",5,1,2,1,"N_ 5 _ 1 _ 2 _ 1","dN_ 5 _ 1 _ 2 _ 1",0
"292","North-West",5,1,2,2,"N_ 5 _ 1 _ 2 _ 2","dN_ 5 _ 1 _ 2 _ 2",0
"293","North-West",5,1,3,1,"N_ 5 _ 1 _ 3 _ 1","dN_ 5 _ 1 _ 3 _ 1",0
"294","North-West",5,1,3,2,"N_ 5 _ 1 _ 3 _ 2","dN_ 5 _ 1 _ 3 _ 2",0
"295","North-West",5,1,4,1,"N_ 5 _ 1 _ 4 _ 1","dN_ 5 _ 1 _ 4 _ 1",0
"296","North-West",5,1,4,2,"N_ 5 _ 1 _ 4 _ 2","dN_ 5 _ 1 _ 4 _ 2",0
"297","North-West",5,2,1,1,"N_ 5 _ 2 _ 1 _ 1","dN_ 5 _ 2 _ 1 _ 1",0
"298","North-West",5,2,1,2,"N_ 5 _ 2 _ 1 _ 2","dN_ 5 _ 2 _ 1 _ 2",0
"299","North-West",5,2,2,1,"N_ 5 _ 2 _ 2 _ 1","dN_ 5 _ 2 _ 2 _ 1",0
"300","North-West",5,2,2,2,"N_ 5 _ 2 _ 2 _ 2","dN_ 5 _ 2 _ 2 _ 2",0
"301","North-West",5,2,3,1,"N_ 5 _ 2 _ 3 _ 1","dN_ 5 _ 2 _ 3 _ 1",0
"302","North-West",5,2,3,2,"N_ 5 _ 2 _ 3 _ 2","dN_ 5 _ 2 _ 3 _ 2",0
"303","North-West",5,2,4,1,"N_ 5 _ 2 _ 4 _ 1","dN_ 5 _ 2 _ 4 _ 1",0
"304","North-West",5,2,4,2,"N_ 5 _ 2 _ 4 _ 2","dN_ 5 _ 2 _ 4 _ 2",0
"305","North-West",6,1,1,1,"N_ 6 _ 1 _ 1 _ 1","dN_ 6 _ 1 _ 1 _ 1",102.221349816445
"306","North-West",6,1,1,2,"N_ 6 _ 1 _ 1 _ 2","dN_ 6 _ 1 _ 1 _ 2",610.521001975437
"307","North-West",6,1,2,1,"N_ 6 _ 1 _ 2 _ 1","dN_ 6 _ 1 _ 2 _ 1",0
"308","North-West",6,1,2,2,"N_ 6 _ 1 _ 2 _ 2","dN_ 6 _ 1 _ 2 _ 2",0
"309","North-West",6,1,3,1,"N_ 6 _ 1 _ 3 _ 1","dN_ 6 _ 1 _ 3 _ 1",0
"310","North-West",6,1,3,2,"N_ 6 _ 1 _ 3 _ 2","dN_ 6 _ 1 _ 3 _ 2",0
"311","North-West",6,1,4,1,"N_ 6 _ 1 _ 4 _ 1","dN_ 6 _ 1 _ 4 _ 1",0
"312","North-West",6,1,4,2,"N_ 6 _ 1 _ 4 _ 2","dN_ 6 _ 1 _ 4 _ 2",0
"313","North-West",6,2,1,1,"N_ 6 _ 2 _ 1 _ 1","dN_ 6 _ 2 _ 1 _ 1",0.384015961977849
"314","North-West",6,2,1,2,"N_ 6 _ 2 _ 1 _ 2","dN_ 6 _ 2 _ 1 _ 2",1.57059223133846
"315","North-West",6,2,2,1,"N_ 6 _ 2 _ 2 _ 1","dN_ 6 _ 2 _ 2 _ 1",0
"316","North-West",6,2,2,2,"N_ 6 _ 2 _ 2 _ 2","dN_ 6 _ 2 _ 2 _ 2",0
"317","North-West",6,2,3,1,"N_ 6 _ 2 _ 3 _ 1","dN_ 6 _ 2 _ 3 _ 1",0
"318","North-West",6,2,3,2,"N_ 6 _ 2 _ 3 _ 2","dN_ 6 _ 2 _ 3 _ 2",0
"319","North-West",6,2,4,1,"N_ 6 _ 2 _ 4 _ 1","dN_ 6 _ 2 _ 4 _ 1",0
"320","North-West",6,2,4,2,"N_ 6 _ 2 _ 4 _ 2","dN_ 6 _ 2 _ 4 _ 2",0
"321","North-West",7,1,1,1,"N_ 7 _ 1 _ 1 _ 1","dN_ 7 _ 1 _ 1 _ 1",0
"322","North-West",7,1,1,2,"N_ 7 _ 1 _ 1 _ 2","dN_ 7 _ 1 _ 1 _ 2",0
"323","North-West",7,1,2,1,"N_ 7 _ 1 _ 2 _ 1","dN_ 7 _ 1 _ 2 _ 1",0
"324","North-West",7,1,2,2,"N_ 7 _ 1 _ 2 _ 2","dN_ 7 _ 1 _ 2 _ 2",0
"325","North-West",7,1,3,1,"N_ 7 _ 1 _ 3 _ 1","dN_ 7 _ 1 _ 3 _ 1",0
"326","North-West",7,1,3,2,"N_ 7 _ 1 _ 3 _ 2","dN_ 7 _ 1 _ 3 _ 2",0
"327","North-West",7,1,4,1,"N_ 7 _ 1 _ 4 _ 1","dN_ 7 _ 1 _ 4 _ 1",0
"328","North-West",7,1,4,2,"N_ 7 _ 1 _ 4 _ 2","dN_ 7 _ 1 _ 4 _ 2",0
"329","North-West",7,2,1,1,"N_ 7 _ 2 _ 1 _ 1","dN_ 7 _ 2 _ 1 _ 1",0
"330","North-West",7,2,1,2,"N_ 7 _ 2 _ 1 _ 2","dN_ 7 _ 2 _ 1 _ 2",0
"331","North-West",7,2,2,1,"N_ 7 _ 2 _ 2 _ 1","dN_ 7 _ 2 _ 2 _ 1",0
"332","North-West",7,2,2,2,"N_ 7 _ 2 _ 2 _ 2","dN_ 7 _ 2 _ 2 _ 2",0
"333","North-West",7,2,3,1,"N_ 7 _ 2 _ 3 _ 1","dN_ 7 _ 2 _ 3 _ 1",0
"334","North-West",7,2,3,2,"N_ 7 _ 2 _ 3 _ 2","dN_ 7 _ 2 _ 3 _ 2",0
"335","North-West",7,2,4,1,"N_ 7 _ 2 _ 4 _ 1","dN_ 7 _ 2 _ 4 _ 1",0
"336","North-West",7,2,4,2,"N_ 7 _ 2 _ 4 _ 2","dN_ 7 _ 2 _ 4 _ 2",0
"337","Limpopo",1,1,1,1,"N_ 1 _ 1 _ 1 _ 1","dN_ 1 _ 1 _ 1 _ 1",25821.9130369153
"338","Limpopo",1,1,1,2,"N_ 1 _ 1 _ 1 _ 2","dN_ 1 _ 1 _ 1 _ 2",28334.0675530043
"339","Limpopo",1,1,2,1,"N_ 1 _ 1 _ 2 _ 1","dN_ 1 _ 1 _ 2 _ 1",0
"340","Limpopo",1,1,2,2,"N_ 1 _ 1 _ 2 _ 2","dN_ 1 _ 1 _ 2 _ 2",0
"341","Limpopo",1,1,3,1,"N_ 1 _ 1 _ 3 _ 1","dN_ 1 _ 1 _ 3 _ 1",0
"342","Limpopo",1,1,3,2,"N_ 1 _ 1 _ 3 _ 2","dN_ 1 _ 1 _ 3 _ 2",0
"343","Limpopo",1,1,4,1,"N_ 1 _ 1 _ 4 _ 1","dN_ 1 _ 1 _ 4 _ 1",0
"344","Limpopo",1,1,4,2,"N_ 1 _ 1 _ 4 _ 2","dN_ 1 _ 1 _ 4 _ 2",0
"345","Limpopo",1,2,1,1,"N_ 1 _ 2 _ 1 _ 1","dN_ 1 _ 2 _ 1 _ 1",0
"346","Limpopo",1,2,1,2,"N_ 1 _ 2 _ 1 _ 2","dN_ 1 _ 2 _ 1 _ 2",0
"347","Limpopo",1,2,2,1,"N_ 1 _ 2 _ 2 _ 1","dN_ 1 _ 2 _ 2 _ 1",0
"348","Limpopo",1,2,2,2,"N_ 1 _ 2 _ 2 _ 2","dN_ 1 _ 2 _ 2 _ 2",0
"349","Limpopo",1,2,3,1,"N_ 1 _ 2 _ 3 _ 1","dN_ 1 _ 2 _ 3 _ 1",0
"350","Limpopo",1,2,3,2,"N_ 1 _ 2 _ 3 _ 2","dN_ 1 _ 2 _ 3 _ 2",0
"351","Limpopo",1,2,4,1,"N_ 1 _ 2 _ 4 _ 1","dN_ 1 _ 2 _ 4 _ 1",0
"352","Limpopo",1,2,4,2,"N_ 1 _ 2 _ 4 _ 2","dN_ 1 _ 2 _ 4 _ 2",0
"353","Limpopo",2,1,1,1,"N_ 2 _ 1 _ 1 _ 1","dN_ 2 _ 1 _ 1 _ 1",2795.11496439699
"354","Limpopo",2,1,1,2,"N_ 2 _ 1 _ 1 _ 2","dN_ 2 _ 1 _ 1 _ 2",3039.5877143319
"355","Limpopo",2,1,2,1,"N_ 2 _ 1 _ 2 _ 1","dN_ 2 _ 1 _ 2 _ 1",0
"356","Limpopo",2,1,2,2,"N_ 2 _ 1 _ 2 _ 2","dN_ 2 _ 1 _ 2 _ 2",0
"357","Limpopo",2,1,3,1,"N_ 2 _ 1 _ 3 _ 1","dN_ 2 _ 1 _ 3 _ 1",0
"358","Limpopo",2,1,3,2,"N_ 2 _ 1 _ 3 _ 2","dN_ 2 _ 1 _ 3 _ 2",0
"359","Limpopo",2,1,4,1,"N_ 2 _ 1 _ 4 _ 1","dN_ 2 _ 1 _ 4 _ 1",0
"360","Limpopo",2,1,4,2,"N_ 2 _ 1 _ 4 _ 2","dN_ 2 _ 1 _ 4 _ 2",0
"361","Limpopo",2,2,1,1,"N_ 2 _ 2 _ 1 _ 1","dN_ 2 _ 2 _ 1 _ 1",104.381886637232
"362","Limpopo",2,2,1,2,"N_ 2 _ 2 _ 1 _ 2","dN_ 2 _ 2 _ 1 _ 2",113.511574394138
"363","Limpopo",2,2,2,1,"N_ 2 _ 2 _ 2 _ 1","dN_ 2 _ 2 _ 2 _ 1",0
"364","Limpopo",2,2,2,2,"N_ 2 _ 2 _ 2 _ 2","dN_ 2 _ 2 _ 2 _ 2",0
"365","Limpopo",2,2,3,1,"N_ 2 _ 2 _ 3 _ 1","dN_ 2 _ 2 _ 3 _ 1",0
"366","Limpopo",2,2,3,2,"N_ 2 _ 2 _ 3 _ 2","dN_ 2 _ 2 _ 3 _ 2",0
"367","Limpopo",2,2,4,1,"N_ 2 _ 2 _ 4 _ 1","dN_ 2 _ 2 _ 4 _ 1",0
"368","Limpopo",2,2,4,2,"N_ 2 _ 2 _ 4 _ 2","dN_ 2 _ 2 _ 4 _ 2",0
"369","Limpopo",3,1,1,1,"N_ 3 _ 1 _ 1 _ 1","dN_ 3 _ 1 _ 1 _ 1",18168.2472685804
"370","Limpopo",3,1,1,2,"N_ 3 _ 1 _ 1 _ 2","dN_ 3 _ 1 _ 1 _ 2",19757.3201431574
"371","Limpopo",3,1,2,1,"N_ 3 _ 1 _ 2 _ 1","dN_ 3 _ 1 _ 2 _ 1",0
"372","Limpopo",3,1,2,2,"N_ 3 _ 1 _ 2 _ 2","dN_ 3 _ 1 _ 2 _ 2",0
"373","Limpopo",3,1,3,1,"N_ 3 _ 1 _ 3 _ 1","dN_ 3 _ 1 _ 3 _ 1",0
"374","Limpopo",3,1,3,2,"N_ 3 _ 1 _ 3 _ 2","dN_ 3 _ 1 _ 3 _ 2",0
"375","Limpopo",3,1,4,1,"N_ 3 _ 1 _ 4 _ 1","dN_ 3 _ 1 _ 4 _ 1",0
"376","Limpopo",3,1,4,2,"N_ 3 _ 1 _ 4 _ 2","dN_ 3 _ 1 _ 4 _ 2",0
"377","Limpopo",3,2,1,1,"N_ 3 _ 2 _ 1 _ 1","dN_ 3 _ 2 _ 1 _ 1",678.482263142007
"378","Limpopo",3,2,1,2,"N_ 3 _ 2 _ 1 _ 2","dN_ 3 _ 2 _ 1 _ 2",737.825233561894
"379","Limpopo",3,2,2,1,"N_ 3 _ 2 _ 2 _ 1","dN_ 3 _ 2 _ 2 _ 1",0
"380","Limpopo",3,2,2,2,"N_ 3 _ 2 _ 2 _ 2","dN_ 3 _ 2 _ 2 _ 2",0
"381","Limpopo",3,2,3,1,"N_ 3 _ 2 _ 3 _ 1","dN_ 3 _ 2 _ 3 _ 1",0
"382","Limpopo",3,2,3,2,"N_ 3 _ 2 _ 3 _ 2","dN_ 3 _ 2 _ 3 _ 2",0
"383","Limpopo",3,2,4,1,"N_ 3 _ 2 _ 4 _ 1","dN_ 3 _ 2 _ 4 _ 1",0
"384","Limpopo",3,2,4,2,"N_ 3 _ 2 _ 4 _ 2","dN_ 3 _ 2 _ 4 _ 2",0
"385","Limpopo",4,1,1,1,"N_ 4 _ 1 _ 1 _ 1","dN_ 4 _ 1 _ 1 _ 1",0
"386","Limpopo",4,1,1,2,"N_ 4 _ 1 _ 1 _ 2","dN_ 4 _ 1 _ 1 _ 2",0
"387","Limpopo",4,1,2,1,"N_ 4 _ 1 _ 2 _ 1","dN_ 4 _ 1 _ 2 _ 1",0
"388","Limpopo",4,1,2,2,"N_ 4 _ 1 _ 2 _ 2","dN_ 4 _ 1 _ 2 _ 2",0
"389","Limpopo",4,1,3,1,"N_ 4 _ 1 _ 3 _ 1","dN_ 4 _ 1 _ 3 _ 1",0
"390","Limpopo",4,1,3,2,"N_ 4 _ 1 _ 3 _ 2","dN_ 4 _ 1 _ 3 _ 2",0
"391","Limpopo",4,1,4,1,"N_ 4 _ 1 _ 4 _ 1","dN_ 4 _ 1 _ 4 _ 1",0
"392","Limpopo",4,1,4,2,"N_ 4 _ 1 _ 4 _ 2","dN_ 4 _ 1 _ 4 _ 2",0
"393","Limpopo",4,2,1,1,"N_ 4 _ 2 _ 1 _ 1","dN_ 4 _ 2 _ 1 _ 1",0
"394","Limpopo",4,2,1,2,"N_ 4 _ 2 _ 1 _ 2","dN_ 4 _ 2 _ 1 _ 2",0
"395","Limpopo",4,2,2,1,"N_ 4 _ 2 _ 2 _ 1","dN_ 4 _ 2 _ 2 _ 1",0
"396","Limpopo",4,2,2,2,"N_ 4 _ 2 _ 2 _ 2","dN_ 4 _ 2 _ 2 _ 2",0
"397","Limpopo",4,2,3,1,"N_ 4 _ 2 _ 3 _ 1","dN_ 4 _ 2 _ 3 _ 1",0
"398","Limpopo",4,2,3,2,"N_ 4 _ 2 _ 3 _ 2","dN_ 4 _ 2 _ 3 _ 2",0
"399","Limpopo",4,2,4,1,"N_ 4 _ 2 _ 4 _ 1","dN_ 4 _ 2 _ 4 _ 1",0
"400","Limpopo",4,2,4,2,"N_ 4 _ 2 _ 4 _ 2","dN_ 4 _ 2 _ 4 _ 2",0
"401","Limpopo",5,1,1,1,"N_ 5 _ 1 _ 1 _ 1","dN_ 5 _ 1 _ 1 _ 1",0
"402","Limpopo",5,1,1,2,"N_ 5 _ 1 _ 1 _ 2","dN_ 5 _ 1 _ 1 _ 2",0
"403","Limpopo",5,1,2,1,"N_ 5 _ 1 _ 2 _ 1","dN_ 5 _ 1 _ 2 _ 1",0
"404","Limpopo",5,1,2,2,"N_ 5 _ 1 _ 2 _ 2","dN_ 5 _ 1 _ 2 _ 2",0
